TradeDate,Buy/Sell,Quantity,Symbol,Expiry,Strike,Put/Call,TradePrice,Proceeds,IBCommission,NetCash,AssetClass,Open/CloseIndicator,Multiplier,Notes/Codes
20130610,SELL,-1,BRKB  131221C00125000,21/12/2013,125,C,2.28,228,-1.071667,226.928333,OPT,O,100,
20131220,BUY,1,BRKB  131221C00125000,21/12/2013,125,C,0,0,0,0,OPT,C,100,Ep;
20131223,SELL,-1,BRKB  140322C00120000,22/03/2014,120,C,1.75,175,-0.770345,174.229655,OPT,O,100,
20130114,BUY,1,BRKB  150117C00087500,17/01/2015,87.5,C,13.84,-1384,-0.6977,-1384.6977,OPT,O,100,
20130114,SELL,-1,BRKB  150117P00087500,17/01/2015,87.5,P,5.65,565,-0.710356,564.289644,OPT,O,100,
20130416,SELL,-1,CME   130622P00057500,22/06/2013,57.5,P,1.55,155,-1.071172,153.928828,OPT,O,100,
20130621,BUY,1,CME   130622P00057500,22/06/2013,57.5,P,0,0,0,0,OPT,C,100,Ep;
20130130,SELL,-1,COH   130316P00050000,16/03/2013,50,P,1.35,135,-1.070724,133.929276,OPT,O,100,
20130315,BUY,1,COH   130316P00050000,16/03/2013,50,P,0,0,0,0,OPT,C,100,Ep;
20130409,SELL,-1,COH   130518P00047000,18/05/2013,47,P,1.15,115,-1.070276,113.929724,OPT,O,100,
20130517,BUY,1,COH   130518P00047000,18/05/2013,47,P,0,0,0,0,OPT,C,100,Ep;
20130823,SELL,-1,COH   131116P00050000,16/11/2013,50,P,1.9,190,-0.264006,189.735994,OPT,O,100,
20131115,BUY,1,COH   131116P00050000,16/11/2013,50,P,0,0,0,0,OPT,C,100,Ep;
20130416,SELL,-1,DDD   130518P00030000,18/05/2013,30,P,1.5,150,-1.07106,148.92894,OPT,O,100,
20130517,BUY,1,DDD   130518P00030000,18/05/2013,30,P,0,0,0,0,OPT,C,100,Ep;
20130522,SELL,-1,DDD   130720P00038000,20/07/2013,38,P,1.2,120,-1.070388,118.929612,OPT,O,100,
20130719,BUY,1,DDD   130720P00038000,20/07/2013,38,P,0,0,0,0,OPT,C,100,Ep;
20130730,SELL,-1,DIS   130921P00062500,21/09/2013,62.5,P,1.35,135,-1.070049,133.929951,OPT,O,100,
20130920,BUY,1,DIS   130921P00062500,21/09/2013,62.5,P,0,0,0,0,OPT,C,100,Ep;
20131209,SELL,-1,DIS   140118C00072500,18/01/2014,72.5,C,0.95,95,-1.068953,93.931047,OPT,O,100,
20131209,BUY,1,DIS   160115C00060000,15/01/2016,60,C,16.32,-1632,-1.0653,-1633.0653,OPT,O,100,
20131209,SELL,-1,DIS   160115P00060000,15/01/2016,60,P,5.62,562,-1.077079,560.922921,OPT,O,100,
20130626,SELL,-1,FAZ   130720P00033000,20/07/2013,33,P,0.95,95,-1.069353,93.930647,OPT,O,100,
20130719,BUY,1,FAZ   130720P00033000,20/07/2013,33,P,0,0,0,0,OPT,C,100,A;
20130125,SELL,-1,GME   130720P00022000,20/07/2013,22,P,1.85,185,-1.071844,183.928156,OPT,O,100,
20130719,BUY,1,GME   130720P00022000,20/07/2013,22,P,0,0,0,0,OPT,C,100,Ep;
20130306,SELL,-1,GRMN  130720P00034000,20/07/2013,34,P,2.25,225,-0.69274,224.30726,OPT,O,100,
20130719,BUY,1,GRMN  130720P00034000,20/07/2013,34,P,0,0,0,0,OPT,C,100,Ep;
20130206,SELL,-1,INTC  130518P00020000,18/05/2013,20,P,0.62,62,-1.069089,60.930911,OPT,O,100,
20130517,BUY,1,INTC  130518P00020000,18/05/2013,20,P,0,0,0,0,OPT,C,100,Ep;
20130619,SELL,-1,INTC  130921P00024000,21/09/2013,24,P,0.7,70,-0.688918,69.311082,OPT,O,100,
20130920,BUY,1,INTC  130921P00024000,21/09/2013,24,P,0,0,0,0,OPT,C,100,A;
20130923,SELL,-1,INTC  131019C00024000,19/10/2013,24,C,0.45,45,-1.068383,43.931617,OPT,O,100,
20131018,BUY,1,INTC  131019C00024000,19/10/2013,24,C,0,0,0,0,OPT,C,100,Ep;
20130923,SELL,-1,INTC  131019P00022000,19/10/2013,22,P,0.12,12,-1.317809,10.682191,OPT,O,100,
20131018,BUY,1,INTC  131019P00022000,19/10/2013,22,P,0,0,0,0,OPT,C,100,Ep;
20131028,SELL,-1,INTC  131122C00024500,22/11/2013,24.5,C,0.25,25,-1.068035,23.931965,OPT,O,100,
20131122,BUY,1,INTC  131122C00024500,22/11/2013,24.5,C,0,0,0,0,OPT,C,100,Ep;
20131125,SELL,-1,INTC  140118C00025000,18/01/2014,25,C,0.25,25,-1.387735,23.612265,OPT,O,100,
20131125,SELL,-1,INTC  140118P00022000,18/01/2014,22,P,0.25,25,-1.387735,23.612265,OPT,O,100,
20130201,SELL,-1,LQDT  130316P00030000,16/03/2013,30,P,1,100,-1.06994,98.93006,OPT,O,100,
20130315,BUY,1,LQDT  130316P00030000,16/03/2013,30,P,0.15,-15,-0.2677,-15.2677,OPT,C,100,
20130325,BUY,1,NILE  130817P00030000,17/08/2013,30,P,2.15,-215,-1.8877,-216.8877,OPT,O,100,
20130325,SELL,-1,NILE  130817P00030000,17/08/2013,30,P,2.15,215,-1.072516,213.927484,OPT,C,100,P;
20130325,SELL,-1,NILE  130817P00030000,17/08/2013,30,P,2.15,215,-0.472516,214.527484,OPT,O,100,P;
20130816,BUY,1,NILE  130817P00030000,17/08/2013,30,P,0,0,0,0,OPT,C,100,Ep;
20130620,SELL,-5,NOK   131019P00003500,19/10/2013,3.5,P,0.3,150,-3.84111,146.15889,OPT,O,100,
20131018,BUY,5,NOK   131019P00003500,19/10/2013,3.5,P,0,0,0,0,OPT,C,100,Ep;
20130422,SELL,-1,NOV   130518P00062500,18/05/2013,62.5,P,1.3,130,-1.070612,128.929388,OPT,O,100,
20130517,BUY,1,NOV   130518P00062500,18/05/2013,62.5,P,0,0,0,0,OPT,C,100,Ep;
20130529,SELL,-1,ORCL  130720P00033000,20/07/2013,33,P,0.77,77,-1.06904,75.93096,OPT,O,100,
20130719,BUY,1,ORCL  130720P00033000,20/07/2013,33,P,0,0,0,0,OPT,C,100,A;
20130723,SELL,-1,ORCL  130921C00034000,21/09/2013,34,C,0.4,40,-0.688396,39.311604,OPT,O,100,
20130920,BUY,1,ORCL  130921C00034000,21/09/2013,34,C,0,0,0,0,OPT,C,100,A;
20130319,SELL,-1,OTEX  130817P00055000,17/08/2013,55,P,2.55,255,-0.273412,254.726588,OPT,O,100,
20130816,BUY,1,OTEX  130817P00055000,17/08/2013,55,P,0,0,0,0,OPT,C,100,Ep;
20131118,SELL,-1,PRAA  140322P00053330,22/03/2014,53.33,P,2.5,250,-1.07165,248.92835,OPT,O,100,
20130930,SELL,-1,RVBD  131221P00014000,21/12/2013,14,P,0.82,82,-1.069027,80.930973,OPT,O,100,
20131220,BUY,1,RVBD  131221P00014000,21/12/2013,14,P,0,0,0,0,OPT,C,100,Ep;
20130416,SELL,-1,SBUX  130622P00055000,22/06/2013,55,P,1.4,140,-1.070836,138.929164,OPT,O,100,
20130621,BUY,1,SBUX  130622P00055000,22/06/2013,55,P,0,0,0,0,OPT,C,100,Ep;
20130628,SELL,-1,SSW   130817P00020000,17/08/2013,20,P,0.9,90,-0.269266,89.730734,OPT,O,100,
20130816,BUY,1,SSW   130817P00020000,17/08/2013,20,P,0,0,0,0,OPT,C,100,Ep;
20131125,SELL,-1,SSW   140517P00022500,17/05/2014,22.5,P,2.36,236,-1.071406,234.928594,OPT,O,100,
20130816,BUY,2,WFM   130817P00047500,17/08/2013,47.5,P,0,0,0,0,OPT,C,100,Ep;
20130510,SELL,-1,WFM   130817P00095000,17/08/2013,95,P,3.25,325,-0.69498,324.30502,OPT,O,100,
20131107,SELL,-1,WFM   131221P00057500,21/12/2013,57.5,P,1.6,160,-1.070084,158.929916,OPT,O,100,
20131220,BUY,1,WFM   131221P00057500,21/12/2013,57.5,P,0,0,0,0,OPT,C,100,Ep;
20130416,SELL,-1,WU    130817P00014000,17/08/2013,14,P,0.55,55,-0.888932,54.111068,OPT,O,100,
20130816,BUY,1,WU    130817P00014000,17/08/2013,14,P,0,0,0,0,OPT,C,100,Ep;
