"TradeDate","Buy/Sell","Quantity","Symbol","Expiry","Strike","Put/Call","TradePrice","Proceeds","IBCommission","NetCash","AssetClass","Open/CloseIndicator","Multiplier","Notes/Codes"
"20150415","SELL","-1","LINE  160115P00018000","20160115","18","P","7.22","722","-1.105285","720.894715","OPT","O","100",""
"20150116","BUY","1","LNKD  150117C00255000","20150117","255","C","0","-0","0","0","OPT","C","100","Ep"
"20150122","SELL","-1","LNKD  150320C00250000","20150320","250","C","4.75","475","-1.100698","473.899302","OPT","O","100",""
"20150318","BUY","1","LNKD  150320C00250000","20150320","250","C","7.11","-711","-1.09","-712.09","OPT","C","100",""
"20150318","SELL","-1","LNKD  150424C00260000","20150424","260","C","7.61","761","-1.106002","759.893998","OPT","O","100",""
"20150424","BUY","1","LNKD  150424C00260000","20150424","260","C","1.14","-114","-1.09","-115.09","OPT","C","100",""
"20150519","SELL","-1","LNKD  150619C00212500","20150619","212.5","C","1.11","111","-1.094042","109.905958","OPT","O","100",""
"20150618","BUY","1","LNKD  150619C00212500","20150619","212.5","C","4.53","-453","-1.09","-454.09","OPT","C","100",""
"20150424","SELL","-1","LNKD  150619C00295000","20150619","295","C","3.64","364","-1.098698","362.901302","OPT","O","100",""
"20150619","BUY","1","LNKD  150619C00295000","20150619","295","C","0","-0","0","0","OPT","C","100","Ep"
"20150618","SELL","-1","LNKD  150821C00235000","20150821","235","C","5.78","578","-1.1026352","576.8973648","OPT","O","100",""
"20150821","BUY","1","LNKD  150821C00235000","20150821","235","C","0","-0","0","0","OPT","C","100","Ep"
"20151202","SELL","-1","LNKD  151218C00257500","20151218","257.5","C","2.65","265","-0.798576","264.201424","OPT","O","100",""
"20151218","BUY","1","LNKD  151218C00257500","20151218","257.5","C","0","-0","0","0","OPT","C","100","Ep"
"20151229","SELL","-1","LNKD  160115C00135000","20160115","135","C","95","9500","-0.9685","9499.0315","OPT","C","100",""
"20150417","SELL","-2","LUK   150515P00022000","20150515","22","P","0.35","70","-0.085288","69.914712","OPT","O","100",""
"20150515","BUY","2","LUK   150515P00022000","20150515","22","P","0","-0","0","0","OPT","C","100","Ep"
"20150402","SELL","-1","LUK   150918P00022000","20150918","22","P","1.15","115","-0.344116","114.655884","OPT","O","100",""
"20150918","BUY","1","LUK   150918P00022000","20150918","22","P","1.6","-160","-0.2417","-160.2417","OPT","C","100",""
"20150416","SELL","-1","LUK   150918P00023000","20150918","23","P","1.35","135","-0.244484","134.755516","OPT","O","100",""
