TradeDate,Buy/Sell,Quantity,Symbol,Expiry,Strike,Put/Call,TradePrice,Proceeds,IBCommission,NetCash,AssetClass,Open/CloseIndicator,Multiplier,Notes/Codes
20140514,SELL,-1,WETF  140621P00010000,21/06/2014,10,P,0.5,50,-1.093205,48.906795,OPT,O,100,
20140620,BUY,1,WETF  140621P00010000,21/06/2014,10,P,0,0,0,0,OPT,C,100,Ep;
20140721,SELL,-2,WETF  140920P00010000,20/09/2014,10,P,0.8,160,0.112264,160.112264,OPT,O,100,
20140919,BUY,2,WETF  140920P00010000,20/09/2014,10,P,0,0,0,0,OPT,C,100,Ep;
20140106,SELL,-1,WFM   140222P00052500,22/02/2014,52.5,P,1.7,170,-1.074058,168.925942,OPT,O,100,
20140221,BUY,1,WFM   140222P00052500,22/02/2014,52.5,P,0,0,0,0,OPT,C,100,Ep;
20140326,SELL,-1,WFM   140517P00050000,17/05/2014,50,P,1.7,170,-1.075357,168.924643,OPT,O,100,
20140516,BUY,1,WFM   140517P00050000,17/05/2014,50,P,0,0,0,0,OPT,C,100,A;
20140507,SELL,-1,WFM   140621P00037500,21/06/2014,37.5,P,0.99,99,-1.094288,97.905712,OPT,O,100,
20140620,BUY,1,WFM   140621P00037500,21/06/2014,37.5,P,0,0,0,0,OPT,C,100,Ep;
20140521,SELL,-1,WFM   140719C00040000,19/07/2014,40,C,0.4,40,-1.092984,38.907016,OPT,O,100,
20140718,BUY,1,WFM   140719C00040000,19/07/2014,40,C,0,0,0,0,OPT,C,100,Ep;
20140723,SELL,-1,WFM   141122P00036000,22/11/2014,36,P,2.3,230,-0.797183,229.202817,OPT,O,100,
20141121,BUY,1,WFM   141122P00036000,22/11/2014,36,P,0,0,0,0,OPT,C,100,Ep;
20141110,SELL,-1,WFM   141220C00050000,20/12/2014,50,C,0.73,73,-1.091813,71.908187,OPT,O,100,
20141219,BUY,1,WFM   141220C00050000,20/12/2014,50,C,0,0,0,0,OPT,C,100,Ep;
20141222,SELL,-1,WFM   150117C00050500,17/01/2015,50.5,C,0.58,58,-1.091482,56.908518,OPT,O,100,
