TradeDate,Buy/Sell,Quantity,Symbol,Expiry,Strike,Put/Call,TradePrice,Proceeds,IBCommission,NetCash,AssetClass,Open/CloseIndicator,Multiplier,Notes/Codes
20170405,SELL,-2,QQQ   180119P00115000,20180119,115,P,2.02,404,-1.5990072,402.4009928,OPT,O,100,
20170405,BUY,1,QQQ   180119P00125000,20180119,125,P,3.94,-394,-1.0931,-395.0931,OPT,O,100,
20170406,SELL,-1,BR    170519P00065000,20170519,65,P,0.95,95,-1.097171,93.902829,OPT,O,100,
20170411,SELL,-1,PRLB  170519C00055000,20170519,55,C,1.1,110,-1.097498,108.902502,OPT,O,100,
20170420,SELL,-1,AFSI  170616C00017500,20170616,17.5,C,0.73,73,-0.3466914,72.6533086,OPT,O,100,P
20170420,SELL,-1,AFSI  170616C00017500,20170616,17.5,C,1.18,118,0.2523276,118.2523276,OPT,O,100,P
20170420,BUY,1,AFSI  170616P00012500,20170616,12.5,P,0.83,-83,-0.3431,-83.3431,OPT,O,100,P
20170420,BUY,1,AFSI  170616P00012500,20170616,12.5,P,0.38,-38,0.2569,-37.7431,OPT,O,100,P
20170421,BUY,1,AMTD  170421C00040000,20170421,40,C,0,0,0,0,OPT,C,100,Ep
20170421,BUY,1,FAZ   170421C00021500,20170421,21.5,C,0,0,0,0,OPT,C,100,Ep
20170421,BUY,1,IBKR  170421C00037000,20170421,37,C,0,0,0,0,OPT,C,100,Ep
20170421,BUY,1,IBKR  170421P00034000,20170421,34,P,0.08,-8,-0.2931,-8.2931,OPT,C,100,
20170421,SELL,-1,IBKR  170519C00036000,20170519,36,C,0.24,24,-0.2956232,23.7043768,OPT,O,100,
20170421,SELL,-1,IBKR  170519P00033000,20170519,33,P,0.39,39,-0.2959502,38.7040498,OPT,O,100,
20170421,BUY,1,NKE   170421C00055000,20170421,55,C,1.01,-101,-1.0931,-102.0931,OPT,C,100,
20170421,SELL,-1,NKE   170721C00057500,20170721,57.5,C,1.51,151,-1.0983918,149.9016082,OPT,O,100,
20170421,BUY,1,NOV   170421C00040000,20170421,40,C,0,0,0,0,OPT,C,100,Ep
20170424,SELL,-1,AMTD  170519C00040000,20170519,40,C,0.6,60,-1.096408,58.903592,OPT,O,100,
20170425,SELL,-1,NOV   170519C00037500,20170519,37.5,C,0.55,55,-0.796299,54.203701,OPT,O,100,
20170426,SELL,-1,SWKS  170616P00092500,20170616,92.5,P,1.3,130,-0.647934,129.352066,OPT,O,100,
20170428,BUY,2,FDS,,,,163.35,-326.7,-1,-327.7,STK,O,1,
20170502,BUY,9,DGS,,,,45.55,-409.95,-1,-410.95,STK,O,1,
20170504,SELL,-1,DNKN  170616P00055000,20170616,55,P,0.85,85,-0.346953,84.653047,OPT,O,100,
20170509,SELL,-1,OTEX  170818P00032500,20170818,32.5,P,1.2,120,-0.347716,119.652284,OPT,O,100,
20170517,BUY,10,COHR,,,,243.3,-2433,-1,-2434,STK,O,1,
20170517,BUY,1,NFLX  170616C00105000,20170616,105,C,51.46,-5146,-0.7931,-5146.7931,OPT,C,100,
20170517,SELL,-1,NFLX  180119C00085000,20180119,85,C,72.96,7296,-0.9541528,7295.045847,OPT,C,100,
20170518,SELL,-1,FAZ   170616C00021000,20170616,21,C,0.65,65,-1.096517,63.903483,OPT,O,100,
20170518,BUY,2,PRAA  170519C00035000,20170519,35,C,1.62,-324,0.0138,-323.9862,OPT,C,100,
20170518,SELL,-1,PRAA  170915C00037500,20170915,37.5,C,2.46,246,-0.3004628,245.6995372,OPT,O,100,
20170518,SELL,-1,PRAA  170915C00040000,20170915,40,C,1.55,155,-0.298479,154.701521,OPT,O,100,
20170519,BUY,1,AMTD  170519C00040000,20170519,40,C,0,0,0,0,OPT,C,100,Ep
20170519,BUY,1,ATVI  170519P00035000,20170519,35,P,0,0,0,0,OPT,C,100,Ep
20170519,BUY,1,BR    170519P00065000,20170519,65,P,0,0,0,0,OPT,C,100,Ep
20170519,BUY,1,IBKR  170519C00036000,20170519,36,C,0,0,0,0,OPT,C,100,Ep
20170519,BUY,1,IBKR  170519P00033000,20170519,33,P,0,0,0,0,OPT,C,100,Ep
20170519,BUY,1,MTCH  170519P00015000,20170519,15,P,0,0,0,0,OPT,C,100,Ep
20170519,BUY,1,NOV   170519C00037500,20170519,37.5,C,0,0,0,0,OPT,C,100,Ep
20170519,BUY,1,PRLB  170519C00055000,20170519,55,C,8.61,-861,-0.3431,-861.3431,OPT,C,100,
20170519,SELL,-1,PRLB  171020C00060000,20171020,60,C,7.41,741,-0.3612538,740.6387462,OPT,O,100,
20170519,BUY,1,SSTK  170519C00055000,20170519,55,C,0,0,0,0,OPT,C,100,Ep
20170524,SELL,-1,SSTK  170818C00047500,20170818,47.5,C,2.3,230,-0.300114,229.699886,OPT,O,100,
20170525,SELL,-1,AMTD  170616C00039000,20170616,39,C,0.4,40,-0.345972,39.654028,OPT,O,100,
20170530,SELL,-1,IBKR  170616C00036000,20170616,36,C,0.3,30,-0.345754,29.654246,OPT,O,100,
20170530,SELL,-1,IBKR  170616P00034000,20170616,34,P,0.25,25,-0.345645,24.654355,OPT,O,100,
20170601,SELL,-200,AFSI,,,,14,2800,-1.08484,2798.91516,STK,C,1,
20170601,BUY,1,AFSI  170616C00017500,20170616,17.5,C,0.1,-10,-0.3431,-10.3431,OPT,C,100,P
20170601,BUY,1,AFSI  170616C00017500,20170616,17.5,C,0.1,-10,0.2569,-9.7431,OPT,C,100,P
20170601,SELL,-1,AFSI  170616P00012500,20170616,12.5,P,0.25,25,-0.345645,24.654355,OPT,C,100,P
20170601,SELL,-1,AFSI  170616P00012500,20170616,12.5,P,0.25,25,0.254355,25.254355,OPT,C,100,P
20170607,SELL,-1,MOMO  171020P00035000,20171020,35,P,2.85,285,-1.101313,283.898687,OPT,O,100,
20170612,SELL,-1,MTCH  170915P00015000,20170915,15,P,0.45,45,-0.346081,44.653919,OPT,O,100,
20170612,BUY,1,MTH   170616C00037500,20170616,37.5,C,2.82,-282,-0.3431,-282.3431,OPT,C,100,
20170612,SELL,-1,MTH   171215C00037500,20171215,37.5,C,4.92,492,-0.3558256,491.6441744,OPT,O,100,
20170613,SELL,-1,NOV   170721C00036000,20170721,36,C,0.5,50,-0.79619,49.20381,OPT,O,100,
20170614,BUY,75,LYV,,,,36.1,-2707.5,-1,-2708.5,STK,O,1,P
20170614,BUY,25,LYV,,,,36.1,-902.5,0,-902.5,STK,O,1,P
20170614,BUY,1,VRSN  170616C00090000,20170616,90,C,1.87,-187,-0.7931,-187.7931,OPT,C,100,
20170614,SELL,-1,VRSN  170915C00095000,20170915,95,C,2.05,205,-0.799569,204.200431,OPT,O,100,
20170614,SELL,-1,VRSN  170915P00090000,20170915,90,P,2.57,257,-0.8007026,256.1992974,OPT,O,100,
20170616,SELL,-100,AMTD,,,,39,3900,-0.0119,3899.9881,STK,C,1,A
20170616,BUY,1,AMTD  170616C00039000,20170616,39,C,0,0,0,0,OPT,C,100,A
20170616,BUY,1,DIS   170616C00110000,20170616,110,C,0,0,0,0,OPT,C,100,Ep
20170616,BUY,1,DNKN  170616P00055000,20170616,55,P,0,0,0,0,OPT,C,100,Ep
20170616,BUY,1,FAZ   170616C00021000,20170616,21,C,0,0,0,0,OPT,C,100,Ep
20170616,BUY,1,IBKR  170616C00036000,20170616,36,C,0.68,-68,-0.2931,-68.2931,OPT,C,100,
20170616,BUY,1,IBKR  170616P00034000,20170616,34,P,0,0,0,0,OPT,C,100,Ep
20170616,SELL,-1,IBKR  170915C00038000,20170915,38,C,0.94,94,-0.2971492,93.7028508,OPT,O,100,
20170616,SELL,-1,IBKR  170915P00035000,20170915,35,P,0.89,89,-0.2970402,88.7029598,OPT,O,100,
20170616,BUY,1,SWKS  170616P00092500,20170616,92.5,P,0,0,0,0,OPT,C,100,Ep
20170616,BUY,1,VRSN  170616P00085000,20170616,85,P,0,0,0,0,OPT,C,100,Ep
20170619,SELL,-1,DIS   170818C00110000,20170818,110,C,1,100,-0.79728,99.20272,OPT,O,100,
20170620,SELL,-1,DNKN  170721P00055000,20170721,55,P,0.55,55,-1.096299,53.903701,OPT,O,100,
20170620,SELL,-1,SWKS  170721P00095000,20170721,95,P,1,100,-0.34728,99.65272,OPT,O,100,
20170621,SELL,-1,LYV   171020C00036000,20171020,36,C,1.05,105,-1.097389,103.902611,OPT,O,100,
20170629,BUY,1,NVR,,,,2400,-2400,-1,-2401,STK,O,1,
20170707,SELL,-1,ATVI  170818P00055000,20170818,55,P,1.4,140,-0.798334,139.201666,OPT,O,100,
20170710,SELL,-19,ORLY,,,,172.95,3286.05,-1.078168755,3284.971831,STK,C,1,
20170720,BUY,1,NKE   170721C00057500,20170721,57.5,C,1.62,-162,-1.0931,-163.0931,OPT,C,100,
20170720,SELL,-1,NKE   171020C00060000,20171020,60,C,2.12,212,-1.0999972,210.9000028,OPT,O,100,
20170721,BUY,100,DNKN,,,,55,-5500,0,-5500,STK,O,1,A
20170721,BUY,1,DNKN  170721P00055000,20170721,55,P,0,0,0,0,OPT,C,100,A
20170721,BUY,1,NOV   170721C00036000,20170721,36,C,0,0,0,0,OPT,C,100,Ep
20170721,BUY,1,SWKS  170721P00095000,20170721,95,P,0,0,0,0,OPT,C,100,Ep
20170724,SELL,-1,DNKN  170818C00055000,20170818,55,C,0.8,80,-0.346948,79.653052,OPT,O,100,
20170727,SELL,-1,SQ    170818P00025000,20170818,25,P,1,100,-1.09741,98.90259,OPT,O,100,
20170727,SELL,-1,SWKS  170825P00100000,20170825,100,P,1,100,-1.09741,98.90259,OPT,O,100,
20170808,BUY,1,VRSN  170915C00095000,20170915,95,C,5.2,-520,-1.0915,-521.0915,OPT,C,100,
20170808,BUY,1,VRSN  170915P00090000,20170915,90,P,0.31,-31,-1.0915,-32.0915,OPT,C,100,
20170808,SELL,-1,VRSN  180119C00105000,20180119,105,C,2.6,260,-1.099506,258.900494,OPT,O,100,
20170808,SELL,-1,VRSN  180119P00100000,20180119,100,P,4.97,497,-1.1049807,495.8950193,OPT,O,100,
20170810,BUY,2,COHR,,,,213.85,-427.7,-1,-428.7,STK,O,1,
20170810,BUY,2,VRSK,,,,80.95,-161.9,-1,-162.9,STK,O,1,
20170816,SELL,-1,HD    171117C00155000,20171117,155,C,4.11,411,-1.1029941,409.8970059,OPT,O,100,
20170816,BUY,1,HD    190118C00125000,20190118,125,C,31.11,-3111,-1.0915,-3112.0915,OPT,O,100,
20170817,BUY,1,OTEX  170818P00032500,20170818,32.5,P,0.17,-17,-0.3415,-17.3415,OPT,C,100,
20170817,SELL,-1,OTEX  171117P00030000,20171117,30,P,0.52,52,-0.3447012,51.6552988,OPT,O,100,
20170817,SELL,-1,SHOP  180119P00080000,20180119,80,P,5.25,525,-0.3056275,524.6943725,OPT,O,100,
20170818,BUY,100,SQ,,,,25,-2500,0,-2500,STK,O,1,A
20170818,BUY,1,ATVI  170818P00055000,20170818,55,P,0,0,0,0,OPT,C,100,Ep
20170818,BUY,1,DIS   170818C00110000,20170818,110,C,0,0,0,0,OPT,C,100,Ep
20170818,BUY,1,DNKN  170818C00055000,20170818,55,C,0,0,0,0,OPT,C,100,Ep
20170818,SELL,-1,NOV   170915C00032000,20170915,32,C,0.33,33,-0.7942623,32.2057377,OPT,O,100,
20170818,BUY,1,SQ    170818P00025000,20170818,25,P,0,0,0,0,OPT,C,100,A
20170818,BUY,1,SSTK  170818C00047500,20170818,47.5,C,0,0,0,0,OPT,C,100,Ep
20170821,SELL,-1,SVXY  170915P00050000,20170915,50,P,0.9,90,-0.725579,89.274421,OPT,O,100,
20170824,SELL,-2,GNTX  170915C00017500,20170915,17.5,C,0.65,130,-0.090003,129.909997,OPT,O,100,
20170824,BUY,1,IBKR  170915C00038000,20170915,38,C,4.19,-419,-0.2915,-419.2915,OPT,C,100,
20170824,SELL,-1,IBKR  171215C00041000,20171215,41,C,2.33,233,-0.2988823,232.7011177,OPT,O,100,
20170824,SELL,-1,IBKR  171215P00039000,20171215,39,P,0.66,66,-0.2950246,65.7049754,OPT,O,100,
20170825,BUY,1,SWKS  170825P00100000,20170825,100,P,0,0,0,0,OPT,C,100,Ep
20170901,SELL,-1,SWKS  171117P00095000,20171117,95,P,2,200,-1.09812,198.90188,OPT,O,100,
20170906,SELL,-1,ATVI  171020P00057500,20171020,57.5,P,0.55,55,-1.0947705,53.9052295,OPT,O,100,
20170906,SELL,-1,SSTK  171117C00035000,20171117,35,C,1.45,145,-1.0968495,143.9031505,OPT,O,100,
20170911,BUY,6,AMT,,,,145.99,-875.94,-1,-876.94,STK,O,1,
20170912,BUY,1,BRKB  170915C00175000,20170915,175,C,3.52,-352,-1.0915,-353.0915,OPT,C,100,
20170912,SELL,-1,BRKB  180119C00180000,20180119,180,C,5.84,584,-1.1069904,582.8930096,OPT,O,100,
20170912,SELL,-1,DNKN  171020C00052500,20171020,52.5,C,1.1,110,-1.096041,108.903959,OPT,O,100,
20170913,SELL,-100,NOV,,,,32,3200,-0.08582,3199.91418,STK,C,1,A
20170913,BUY,1,NOV   170915C00032000,20170915,32,C,0,0,0,0,OPT,C,100,A
20170915,BUY,2,COHR,,,,252.49,-504.98,-1,-505.98,STK,O,1,
20170915,SELL,-200,GNTX,,,,17.5,3500,-0.10465,3499.89535,STK,C,1,A
20170915,SELL,-1,FEYE  170915C00013000,20170915,13,C,4.16,416,-1.1031096,414.8968904,OPT,C,100,
20170915,BUY,2,FEYE  170915C00016000,20170915,16,C,1.18,-236,-1.583,-237.583,OPT,C,100,
20170915,BUY,2,GNTX  170915C00017500,20170915,17.5,C,0,0,0,0,OPT,C,100,A
20170915,BUY,1,IBKR  170915P00035000,20170915,35,P,0,0,0,0,OPT,C,100,Ep
20170915,BUY,1,MTCH  170915P00015000,20170915,15,P,0,0,0,0,OPT,C,100,Ep
20170915,BUY,1,PRAA  170915C00037500,20170915,37.5,C,0,0,0,0,OPT,C,100,Ep
20170915,BUY,1,PRAA  170915C00040000,20170915,40,C,0,0,0,0,OPT,C,100,Ep
20170915,BUY,1,SVXY  170915P00050000,20170915,50,P,0,0,0,0,OPT,C,100,Ep
20170918,SELL,-2,PRAA  171215C00035000,20171215,35,C,0.5,100,-0.08931,99.91069,OPT,O,100,
20170925,SELL,-1,SVXY  171020P00065000,20171020,65,P,1.05,105,-1.0959255,103.9040745,OPT,O,100,
20170925,BUY,1,TTD   200117C00060000,20200117,60,C,19.88,-1988,-0.3415,-1988.3415,OPT,O,100,
20170925,SELL,-1,TTD   200117P00060000,20200117,60,P,17.78,1778,-0.3845718,1777.615428,OPT,O,100,
20170928,BUY,5,JNJ,,,,130,-650,-1,-651,STK,O,1,
20171004,BUY,1,SHOP  200117C00085000,20200117,85,C,42.82,-4282,-0.3415,-4282.3415,OPT,O,100,
20171004,SELL,-1,SHOP  200117P00085000,20200117,85,P,12.82,1282,-0.3731142,1281.626886,OPT,O,100,
20171013,SELL,-100,PRLB,,,,60,6000,-0.1505,5999.8495,STK,C,1,A
20171013,SELL,-1,COST  180119C00160000,20180119,160,C,5.39,539,-1.1059509,537.8940491,OPT,O,100,
20171013,SELL,-1,COST  200117C00115000,20200117,115,C,49.61,4961,-1.2080991,4959.791901,OPT,O,100,
20171013,BUY,1,PRLB  171020C00060000,20171020,60,C,0,0,0,0,OPT,C,100,A
20171016,SELL,-1,SHOP  171117C00105000,20171117,105,C,3,300,-0.35043,299.64957,OPT,O,100,
20171018,BUY,1,DNKN  171020C00052500,20171020,52.5,C,3.62,-362,-0.3415,-362.3415,OPT,C,100,
20171018,SELL,-1,DNKN  171215C00055000,20171215,55,C,2.37,237,-0.3489747,236.6510253,OPT,O,100,
20171018,BUY,1,MOMO  171020P00035000,20171020,35,P,1.28,-128,-0.3415,-128.3415,OPT,C,100,
20171018,SELL,-1,MOMO  171117P00035000,20171117,35,P,2.62,262,-0.3495522,261.6504478,OPT,O,100,
20171020,SELL,-100,LYV,,,,36,3600,-0.09506,3599.90494,STK,C,1,A
20171020,BUY,1,ATVI  171020P00057500,20171020,57.5,P,0,0,0,0,OPT,C,100,Ep
20171020,BUY,1,LYV   171020C00036000,20171020,36,C,0,0,0,0,OPT,C,100,A
20171020,BUY,1,NKE   171020C00060000,20171020,60,C,0,0,0,0,OPT,C,100,Ep
20171020,BUY,1,SVXY  171020P00065000,20171020,65,P,0,0,0,0,OPT,C,100,Ep
20171023,SELL,-1,ATVI  171117P00057500,20171117,57.5,P,1,100,-1.09581,98.90419,OPT,O,100,
20171023,SELL,-1,SVXY  171117P00065000,20171117,65,P,0.7,70,-1.095117,68.904883,OPT,O,100,
20171025,BUY,56,TCEHY,,,,44.5,-2492,-1,-2493,STK,O,1,
20171030,SELL,-1,NKE   171215C00057500,20171215,57.5,C,0.6,60,-1.094886,58.905114,OPT,O,100,
20171103,SELL,-1,CTRP  180119P00046250,20180119,46.25,P,1.85,185,-1.0977735,183.9022265,OPT,O,100,
20171107,SELL,-1,DIS   171117C00105000,20171117,105,C,1.25,125,-0.9963875,124.0036125,OPT,O,100,
20171108,BUY,100,MOMO,,,,35,-3500,0,-3500,STK,O,1,A
20171108,BUY,1,MOMO  171117P00035000,20171117,35,P,0,0,0,0,OPT,C,100,A
20171110,SELL,-1,MOMO  171215C00030000,20171215,30,C,1.7,170,-0.347427,169.652573,OPT,O,100,
20171115,BUY,1,HD    171117C00155000,20171117,155,C,10.81,-1081,-0.6215,-1081.6215,OPT,C,100,
20171115,SELL,-1,HD    180518C00165000,20180518,165,C,8.81,881,-0.6438511,880.3561489,OPT,O,100,
20171115,BUY,1,SSTK  171117C00035000,20171117,35,C,3.19,-319,-0.3415,-319.3415,OPT,C,100,
20171115,SELL,-1,SSTK  180518C00037500,20180518,37.5,C,4.44,444,-0.3537564,443.6462436,OPT,O,100,
20171117,BUY,1,ATVI  171117P00057500,20171117,57.5,P,0,0,0,0,OPT,C,100,Ep
20171117,BUY,1,DIS   171117C00105000,20171117,105,C,0,0,0,0,OPT,C,100,Ep
20171117,BUY,1,OTEX  171117P00030000,20171117,30,P,0,0,0,0,OPT,C,100,Ep
20171117,BUY,1,SHOP  171117C00105000,20171117,105,C,0.23,-23,-0.1215,-23.1215,OPT,C,100,
20171117,SELL,-1,SHOP  171215C00110000,20171215,110,C,2.58,258,-0.1294598,257.8705402,OPT,O,100,
20171117,BUY,1,SVXY  171117P00065000,20171117,65,P,0,0,0,0,OPT,C,100,Ep
20171117,BUY,1,SWKS  171117P00095000,20171117,95,P,0,0,0,0,OPT,C,100,Ep
20171120,BUY,1,COST  180119C00160000,20180119,160,C,13.25,-1325,-0.6215,-1325.6215,OPT,C,100,
20171120,BUY,1,COST  200117C00115000,20200117,115,C,61.75,-6175,-0.6215,-6175.6215,OPT,C,100,
20171121,SELL,-1,DIS   171215C00105000,20171215,105,C,0.65,65,-0.7950015,64.2049985,OPT,O,100,
20171122,SELL,-2,FEYE  171215C00015000,20171215,15,C,0.2,40,-1.087924,38.912076,OPT,O,100,
20171122,SELL,-1,SWKS  180119P00105000,20180119,105,P,3,300,-1.10043,298.89957,OPT,O,100,
20171127,SELL,-1,ATVI  180119P00060000,20180119,60,P,0.65,65,-1.0950015,63.9049985,OPT,O,100,
20171129,SELL,-100,IBKR,,,,41,4100,-0.10661,4099.89339,STK,C,1,A
20171129,BUY,1,IBKR  171215C00041000,20171215,41,C,0,0,0,0,OPT,C,100,A
20171205,BUY,1,DNKN  171215C00055000,20171215,55,C,6.02,-602,-0.1215,-602.1215,OPT,C,100,
20171205,SELL,-1,DNKN  180316C00057500,20180316,57.5,C,5.17,517,-0.1354427,516.8645573,OPT,O,100,
20171205,SELL,-1,SQ    180119P00035000,20180119,35,P,1.3,130,-0.346503,129.653497,OPT,O,100,
20171207,BUY,30,BR,,,,89.15,-2674.5,-1,-2675.5,STK,O,1,
20171207,BUY,10,SQ,,,,39,-390,-1,-391,STK,O,1,
20171211,BUY,1,DIS   171215C00105000,20171215,105,C,1.7,-170,-0.6215,-170.6215,OPT,C,100,
20171211,SELL,-1,DIS   180216C00110000,20180216,110,C,2.5,250,-0.629275,249.370725,OPT,O,100,
20171213,BUY,100,PYPL,,,,74.2,-7420,-1,-7421,STK,O,1,
20171213,BUY,1,PRAA  171215C00035000,20171215,35,C,0.5,-50,-0.1215,-50.1215,OPT,C,100,P
20171213,BUY,1,PRAA  171215C00035000,20171215,35,C,0.49,-49,0.2585,-48.7415,OPT,C,100,P
20171213,SELL,-1,PRAA  180316C00040000,20180316,40,C,1.6,160,-0.127196,159.872804,OPT,O,100,P
20171213,SELL,-1,PRAA  180316C00040000,20180316,40,C,1.59,159,0.2528271,159.2528271,OPT,O,100,P
20171214,SELL,-1,PYPL  180420C00077500,20180420,77.5,C,4,400,-0.80274,399.19726,OPT,O,100,
20171215,SELL,-100,MTH,,,,37.5,3750,-0.098525,3749.901475,STK,C,1,A
20171215,BUY,2,FEYE  171215C00015000,20171215,15,C,0,0,0,0,OPT,C,100,Ep
20171215,BUY,1,IBKR  171215P00039000,20171215,39,P,0,0,0,0,OPT,C,100,Ep
20171215,BUY,1,MOMO  171215C00030000,20171215,30,C,0,0,0,0,OPT,C,100,Ep
20171215,BUY,1,MTH   171215C00037500,20171215,37.5,C,0,0,0,0,OPT,C,100,A
20171215,BUY,1,NKE   171215C00057500,20171215,57.5,C,7.23,-723,-0.6215,-723.6215,OPT,C,100,
